user_id,age,zip_code,sessions,avg_session_time,clicks_on_ads,converted,median_income,education_index,age_group,income_bin,lat,lon,engagement_score,gender_Female,gender_Male,gender_Other,device_Desktop,device_Mobile,device_Tablet,urban_Rural,urban_Suburban,urban_Urban,cluster
2986,30,95799,2,10.29,5,0,61425,0.76,25-35,Mid-Low,40.49657358705433,-114.83665646059009,0.4144916244643553,1,0,0,0,1,0,0,0,1,0
2987,54,91545,6,15.48,3,0,85285,0.96,45-55,High,36.9794511313847,-114.94020641077185,0.663517724970783,1,0,0,0,1,0,0,1,0,3
2988,19,93460,7,6.26,4,0,83169,0.62,18-25,High,36.77689943893968,-118.42117157679802,0.46231008959875336,0,1,0,0,1,0,0,1,0,0
2989,58,94530,5,10.66,4,0,54682,0.85,55-65,Low,37.29069634777613,-120.26711396972418,0.5129528632645112,1,0,0,0,1,0,0,1,0,1
2990,28,90309,3,10.85,5,0,57377,0.79,25-35,Mid-Low,33.0899254449034,-121.94288864971537,0.4698091156992598,0,1,0,0,1,0,0,1,0,2
2991,41,90801,9,5.91,3,0,61455,0.55,35-45,Mid-Low,34.31804621805395,-123.59328744660748,0.5007791195948578,0,1,0,1,0,0,0,0,1,1
2992,23,91177,8,11.62,4,0,68812,0.48,18-25,Mid-High,40.6093169394983,-117.17074813640349,0.657869107908064,0,1,0,0,1,0,0,0,1,2
2993,43,94088,6,11.82,3,0,101199,0.84,35-45,High,33.01416100739525,-118.23216556537257,0.5565835605765485,1,0,0,0,1,0,0,1,0,3
2994,24,94252,3,8.35,4,0,71915,0.71,18-25,Mid-High,35.43710324185912,-123.75401110721313,0.36754966887417223,1,0,0,0,1,0,0,0,1,0
2995,56,92516,0,6.42,3,0,67778,0.33,55-65,Mid-High,36.16409359251606,-122.36959850000414,0.1650759641604986,1,0,0,1,0,0,0,0,1,1
2996,36,90352,10,14.15,5,1,67599,0.91,35-45,Mid-High,35.385865963786955,-118.41110762307238,0.8389170237631477,0,1,0,0,1,0,0,0,1,2
2997,23,95485,4,6.66,4,0,28758,0.62,18-25,Low,36.90209774410848,-123.74370657247277,0.35712894429294895,1,0,0,0,1,0,0,0,1,0
2998,60,92019,2,14.38,1,1,62901,0.68,55-65,Mid-Low,40.33628265785775,-122.9573571610916,0.4171211530970003,1,0,0,0,1,0,0,0,1,1
2999,46,93850,4,11.13,3,0,96912,0.53,45-55,High,37.8697822083315,-121.56977734164681,0.45851188157382156,0,1,0,1,0,0,0,1,0,3
3000,60,93313,8,9.51,5,0,64031,0.43,55-65,Mid-Low,39.27151076712516,-116.42575649644891,0.6254382547721076,1,0,0,0,1,0,0,1,0,1
3001,56,95496,1,14.14,5,0,59928,0.57,55-65,Mid-Low,38.60715611282367,-121.37698715993056,0.48802103622906123,0,1,0,0,1,0,0,0,1,1
3002,19,94526,3,9.22,1,0,88983,0.66,18-25,High,33.94057535145157,-122.54450001214066,0.30531749123490454,0,1,0,0,1,0,0,0,1,0
3003,36,94044,5,9.96,3,0,57094,0.48,35-45,Mid-Low,40.73524100099359,-116.72241444363294,0.4632839890923256,0,1,0,1,0,0,0,0,1,0
3004,21,91421,3,12.15,1,0,65375,0.56,18-25,Mid-Low,38.031024735501724,-118.31722702078508,0.3909232567199066,1,0,0,0,1,0,0,0,1,0
3005,23,92674,3,8.01,2,0,81123,0.39,18-25,High,34.56230008650698,-117.31028230475344,0.2991819244253993,0,1,0,0,1,0,0,0,1,0
3006,54,95425,4,10.74,1,0,64773,0.85,45-55,Mid-Low,32.84635707676337,-123.50064021888498,0.3886832878846903,0,1,0,0,1,0,0,0,1,3
3007,45,94306,2,6.51,2,0,57697,0.94,35-45,Mid-Low,40.59670582775019,-119.33226886069647,0.21640046747175695,0,1,0,0,1,0,0,0,1,3
3008,47,94575,3,11.87,2,0,75569,0.89,45-55,Mid-High,33.732687738507394,-121.56583021980967,0.4119594857810672,0,1,0,0,1,0,0,1,0,3
3009,24,91187,7,7.92,6,1,46068,0.82,18-25,Low,41.08752519016522,-118.66064680060752,0.569244253992988,0,1,0,0,0,1,0,0,1,2
3010,26,91515,5,10.89,5,0,65121,0.59,25-35,Mid-Low,41.98204406473311,-119.0593426685263,0.5488897545773275,0,1,0,0,1,0,0,0,1,2
3011,42,93647,5,20.37,3,0,81697,0.65,35-45,High,37.5939834734168,-114.95411662775709,0.7674328009349436,1,0,0,1,0,0,1,0,0,2
3012,50,94002,5,7.64,0,0,64336,0.65,45-55,Mid-Low,38.60147475358599,-122.16846764863017,0.3078496299181924,0,1,0,0,1,0,0,0,1,3
3013,18,93627,8,14.88,4,0,71786,0.56,,Mid-High,37.139644893367,-115.11818395566085,0.7531164783794313,1,0,0,1,0,0,0,1,0,2
3014,23,93493,8,9.69,3,0,66626,0.62,18-25,Mid-High,38.42825799175665,-118.06174689591576,0.5722633424230619,1,0,0,0,1,0,0,0,1,2
3015,35,91917,4,12.46,3,0,90972,0.64,25-35,High,41.0727480005352,-120.27775116530634,0.4973704713673548,0,1,0,0,1,0,0,1,0,3
3016,27,91536,11,13.03,3,0,62127,0.5,25-35,Mid-Low,37.86363880509424,-123.29689461518022,0.7867160109076744,0,1,0,0,1,0,0,1,0,2
3017,45,91838,3,12.3,4,0,68936,0.92,35-45,Mid-High,37.35573968626965,-116.33821701755653,0.4829567588624855,1,0,0,0,1,0,0,0,1,3
3018,28,94964,7,10.75,4,0,58827,0.64,25-35,Mid-Low,40.12348231984227,-122.78697357207704,0.5934943513829374,0,1,0,0,1,0,0,1,0,2
3019,50,94039,7,4.42,4,0,66581,0.65,45-55,Mid-High,39.4195405616388,-120.45250642816559,0.40855083755356447,0,1,0,0,1,0,0,0,1,1
3020,18,94986,5,12.78,4,0,56669,0.35,,Mid-Low,37.39016047530947,-119.8879577299573,0.5748928710557071,0,1,0,0,1,0,0,1,0,0
3021,30,92909,3,10.17,7,0,80140,0.57,25-35,High,38.64922824683039,-117.74339043740031,0.5083755356447213,1,0,0,0,1,0,0,1,0,2
3022,54,94518,9,7.91,2,1,56827,0.71,45-55,Mid-Low,32.81447618580628,-116.46101078328098,0.5299961044020257,1,0,0,1,0,0,0,0,1,1
3023,37,94959,6,8.33,2,1,83357,0.74,35-45,High,37.833052395147575,-118.06887070955221,0.42539929879236466,0,0,1,0,1,0,0,0,1,3
3024,18,95414,5,5.97,2,0,67383,0.62,,Mid-High,40.67815034773927,-116.30475066462054,0.31749123490455783,1,0,0,1,0,0,0,1,0,0
3025,20,95009,5,10.43,3,0,66279,1.0,18-25,Mid-High,33.639639136676244,-123.19441185767086,0.47701597195169454,0,1,0,1,0,0,0,0,1,2
3026,35,92909,8,8.62,4,0,80140,0.57,25-35,High,39.14212740748512,-117.87682769745481,0.5702181534865602,0,1,0,0,1,0,0,1,0,2
3027,58,94903,3,9.0,5,0,75822,0.4,55-65,High,41.278123118373806,-121.0127320676651,0.4157576938059992,0,1,0,0,1,0,1,0,0,1
3028,31,94833,6,12.21,3,0,64760,0.44,25-35,Mid-Low,32.01534479127705,-123.31277462989978,0.567978184651344,0,1,0,0,1,0,0,0,1,2
3029,48,92858,5,9.12,2,0,72357,0.68,45-55,Mid-High,35.196589415133374,-120.60075929120926,0.4095247370471367,0,1,0,0,1,0,0,1,0,3
3030,44,92821,5,10.72,5,1,75933,0.68,35-45,High,34.562220827293416,-117.50023650582003,0.5439228671601091,0,1,0,0,1,0,0,0,1,2
3031,34,96106,6,8.82,2,0,89542,0.58,25-35,High,36.94476264318058,-114.37170252074287,0.43971562134787695,0,1,0,0,1,0,0,0,1,3
3032,63,91043,7,10.63,4,0,61945,0.53,55-65,Mid-Low,32.672785469383456,-115.19877038627054,0.5899883132060773,0,1,0,0,1,0,0,1,0,1
3033,46,90297,5,7.7,5,0,66738,0.59,45-55,Mid-High,36.26901418623147,-115.27552854751322,0.455687573042462,0,1,0,0,1,0,0,1,0,1
3034,53,93353,4,6.03,6,0,101548,0.84,45-55,High,36.90841525958632,-121.75692083811312,0.3971562134787689,0,0,1,0,1,0,0,0,1,3
3035,54,91177,4,8.93,4,0,68812,0.48,45-55,Mid-High,40.716198872580776,-121.42162718846689,0.4234514998052201,1,0,0,1,0,0,0,0,1,1
3036,43,95704,5,8.83,2,0,54285,0.55,35-45,Low,40.125709533905095,-117.35751577809094,0.40105181145305807,0,0,1,0,1,0,0,0,1,1
3037,34,91861,0,8.26,4,1,49325,0.35,25-35,Low,32.17629176816252,-119.63764691924973,0.24805220101285547,0,1,0,0,1,0,0,0,1,0
3038,39,92852,7,10.86,2,0,70738,0.68,35-45,Mid-High,33.273359563287364,-114.42252248232919,0.5382742500973898,0,1,0,0,1,0,0,0,1,2
3039,42,91863,5,13.92,0,0,49139,0.37,35-45,Low,36.061444129649246,-118.07430623138407,0.49133229450720683,0,1,0,0,1,0,1,0,0,1
3040,19,96093,3,5.64,1,0,46226,0.71,18-25,Low,41.18219734347183,-122.8810909271706,0.2007206856252435,0,1,0,0,1,0,0,0,1,0
3041,39,90433,0,12.04,3,1,64155,0.63,35-45,Mid-Low,32.466325651034914,-119.8884927731841,0.3292754187767822,0,1,0,0,1,0,0,0,1,0
3042,22,95026,12,14.74,6,1,97528,0.7,18-25,High,39.30240447026607,-114.37120276218887,0.9632839890923258,1,0,0,0,1,0,0,1,0,2
3043,21,94218,6,12.2,6,0,51872,0.72,18-25,Low,39.772906966123664,-123.09350874364415,0.655336969224776,0,0,1,0,1,0,0,0,1,2
3044,53,93212,1,10.63,3,0,66854,0.84,45-55,Mid-High,35.49659851162863,-117.63856479106731,0.327035449941566,0,1,0,0,1,0,0,1,0,3
3045,23,90995,5,11.03,3,0,69924,0.7,18-25,Mid-High,39.676406818660524,-123.61633286217645,0.49454616283599523,0,1,0,0,1,0,0,1,0,2
3046,38,95673,3,12.14,2,0,67206,0.64,35-45,Mid-High,35.24014585301299,-117.29701660475078,0.4198480716790027,0,1,0,0,1,0,0,0,1,0
3047,30,94039,4,0.6,2,0,66581,0.65,25-35,Mid-High,34.04032718663392,-115.86701472498036,0.1216400467471757,0,1,0,0,1,0,0,0,1,0
3048,54,90562,5,3.86,6,0,52177,0.59,45-55,Low,38.838963827156775,-116.15001172203645,0.3727113361901052,0,1,0,0,1,0,0,1,0,1
3049,42,95977,4,10.43,3,0,66747,0.77,35-45,Mid-High,33.08232606244327,-123.04839314724327,0.438059992208804,0,1,0,1,0,0,0,0,1,3
3050,43,90085,4,10.14,0,1,56319,0.92,35-45,Mid-Low,35.034659008279064,-117.42114248804751,0.3419361121932217,0,1,0,0,1,0,0,1,0,3
3051,56,91618,7,14.06,2,0,92429,0.65,55-65,High,40.65965709381492,-122.48929821896294,0.6317686014803272,0,1,0,0,1,0,0,1,0,3
3052,37,90756,6,9.78,2,0,80286,0.5,35-45,High,37.19300417579397,-119.04738451533166,0.46776392676275796,0,1,0,0,1,0,0,1,0,0
3053,50,94964,7,7.92,1,1,58827,0.64,45-55,Mid-Low,37.62111485774686,-117.75180078187357,0.42315932995714844,0,1,0,1,0,0,0,1,0,1
3054,31,94530,5,5.58,4,0,54682,0.85,25-35,Low,36.69240911002193,-120.52596967015494,0.36453058044409814,0,1,0,1,0,0,0,1,0,0
3055,53,93011,4,8.7,1,0,43182,0.65,45-55,Low,33.972409906135915,-121.18918898179086,0.32908063887806777,0,0,1,1,0,0,0,1,0,1
3056,34,95450,5,7.76,4,0,93300,0.6,25-35,High,33.11341658103166,-121.37760668030504,0.42822360732372416,0,1,0,0,1,0,0,0,1,3
3057,38,90978,3,10.87,4,1,48681,0.83,35-45,Low,38.15279651678062,-122.98747401462063,0.4411764705882354,1,0,0,1,0,0,0,1,0,0
3058,63,92708,7,11.94,5,0,39822,0.3,55-65,Low,36.681897703620855,-122.72187288293206,0.6574795481106349,1,0,0,0,1,0,0,0,1,1
3059,33,90024,6,6.53,4,0,71109,0.82,25-35,Mid-High,36.36794982880541,-116.80385374827173,0.43124269575379826,1,0,0,0,1,0,0,0,1,3
3060,63,90995,3,12.41,4,0,69924,0.7,55-65,Mid-High,34.030783649623785,-120.7070619961736,0.4861706271912739,1,0,0,0,1,0,0,1,0,1
3061,33,95082,5,2.4,5,0,57267,0.49,25-35,Mid-Low,38.27661376997315,-119.55401288330773,0.3008375535644721,1,0,0,0,1,0,0,1,0,0
3062,37,90545,7,13.81,4,0,42286,0.31,35-45,Low,32.0205504252963,-117.76255774262391,0.6828983248928708,1,0,0,0,1,0,0,1,0,1
3063,46,94883,5,7.35,1,0,60984,0.75,45-55,Mid-Low,32.80856840720269,-118.1982743233449,0.3285936891312816,0,1,0,0,1,0,0,0,1,3
3064,45,92274,7,13.19,1,0,39906,0.69,35-45,Low,40.95241901719165,-115.07278780363526,0.5771328398909232,0,1,0,1,0,0,0,1,0,1
3065,25,92674,5,7.84,3,0,81123,0.39,18-25,High,39.96460634315658,-116.57813386917495,0.40134398130112975,0,0,1,1,0,0,0,0,1,0
3066,41,93270,4,10.62,2,0,65193,0.65,35-45,Mid-Low,32.88409564717229,-116.57900267976855,0.4143942345149979,1,0,0,0,1,0,0,0,1,0
3067,20,96013,2,8.38,0,0,71750,0.57,18-25,Mid-High,37.68788949601895,-115.72667172443195,0.2126022594468251,0,0,1,0,1,0,0,0,1,0
3068,42,94665,4,12.01,1,0,54829,0.51,35-45,Low,36.558106296753685,-121.07582493066133,0.4257888585897935,1,0,0,1,0,0,0,1,0,1
3069,36,92440,6,7.04,5,0,62444,0.63,35-45,Mid-Low,36.94542802297265,-115.54370507440586,0.47536034281262174,1,0,0,1,0,0,0,0,1,0
3070,50,91003,5,5.48,1,0,87647,0.48,45-55,High,39.23194110357406,-119.3080023013667,0.2739579275418777,1,0,0,0,1,0,0,1,0,3
3071,19,90788,6,11.74,2,0,74599,0.29,18-25,Mid-High,38.674272395868236,-122.99190747760488,0.5250292169848071,1,0,0,0,1,0,0,1,0,0
3072,32,94366,5,8.35,3,1,87307,0.65,25-35,High,34.18199986135221,-118.44698695325529,0.41624464355278523,1,0,0,0,1,0,0,1,0,3
3073,39,92822,4,15.08,1,0,46312,0.52,35-45,Low,36.38583811247358,-114.99059459984977,0.515485001947799,1,0,0,0,1,0,0,1,0,1
3074,27,92411,2,11.44,6,0,84426,0.85,25-35,High,41.2615189485123,-119.54331786721501,0.4773081417997662,1,0,0,0,1,0,0,0,1,3
3075,35,92707,4,13.45,0,0,114292,0.8,25-35,High,35.58265595521309,-118.07967063983878,0.43864433190494734,1,0,0,0,1,0,0,0,1,3
3076,39,95659,5,13.69,2,0,61588,0.75,35-45,Mid-Low,36.06853885499871,-119.38316027959358,0.5430463576158939,1,0,0,0,1,0,0,1,0,2
3077,63,92408,7,8.64,1,0,73674,0.6,55-65,Mid-High,41.94993238679105,-116.30820076069115,0.44419555901830926,0,1,0,0,1,0,0,0,1,1
3078,44,90507,5,9.99,5,0,77390,0.72,35-45,High,34.41937486985894,-118.26970628151452,0.5225944682508764,0,1,0,1,0,0,0,1,0,3
3079,30,90158,4,10.97,3,1,53510,0.79,25-35,Low,39.812758028555976,-114.47639981255118,0.4538371640046747,1,0,0,0,1,0,1,0,0,0
3080,50,94530,6,7.64,8,0,54682,0.85,45-55,Low,36.34381979128255,-118.61429389230318,0.5805414881184262,1,0,0,0,1,0,0,1,0,1
3081,22,92255,6,8.16,4,0,65620,0.83,18-25,Mid-High,36.86099847671659,-121.8771832494702,0.47886638098948203,0,1,0,1,0,0,0,0,1,2
3082,43,93904,3,10.12,3,0,80099,0.78,35-45,High,34.84527575030706,-119.45978304139635,0.3900467471756913,0,1,0,0,1,0,0,0,1,3
3083,30,91109,4,13.58,1,0,68036,0.8,25-35,Mid-High,33.62831806979674,-119.50879531308738,0.4716595247370471,1,0,0,0,1,0,0,1,0,2
3084,44,92922,6,10.18,3,1,77597,0.56,35-45,High,33.597331161117715,-120.55296504020583,0.5086677054927932,1,0,0,0,1,0,1,0,0,2
3085,31,90309,3,10.99,3,0,57377,0.79,25-35,Mid-Low,40.866578581818985,-115.30912013077955,0.4154655239579275,1,0,0,1,0,0,0,1,0,0
3086,41,91177,6,11.96,4,0,68812,0.48,35-45,Mid-High,33.22242624477492,-116.24695456431897,0.5898909232567199,1,0,0,0,0,1,0,0,1,2
3087,20,93297,4,13.5,2,0,52369,0.65,18-25,Low,39.534393887000405,-118.76944855102359,0.49853915075964156,0,1,0,0,1,0,0,0,1,0
3088,64,90894,5,12.11,1,0,58281,0.62,55-65,Mid-Low,35.02139209749745,-121.14117285612993,0.4676665368134008,0,1,0,1,0,0,0,0,1,1
3089,47,95659,6,9.22,3,0,61588,0.75,45-55,Mid-Low,39.80862786425452,-119.06731903433669,0.480619400077912,0,1,0,0,1,0,0,1,0,3
3090,52,95934,1,9.07,2,0,49285,0.61,45-55,Low,34.70322426127945,-121.91188192248234,0.2522399688352162,1,0,0,1,0,0,0,0,1,1
3091,31,90566,5,1.3,6,0,73649,0.67,25-35,Mid-High,36.3613872590249,-117.34204576422499,0.2979158550837553,0,1,0,0,0,1,0,1,0,0
3092,29,93056,6,7.47,1,0,54061,0.47,25-35,Low,35.88778491112975,-122.6172584858862,0.3710557070510323,1,0,0,0,1,0,0,1,0,0
3093,45,91345,7,11.67,5,0,78876,0.51,35-45,High,36.27881905294403,-119.5104745326381,0.6495909622126996,1,0,0,1,0,0,0,1,0,2
3094,61,94252,3,7.04,3,0,71915,0.71,55-65,Mid-High,38.61534490835416,-114.61910035748832,0.3000584339696143,1,0,0,0,1,0,0,0,1,3
3095,46,90402,5,7.36,0,0,62790,0.63,45-55,Mid-Low,37.491867456842314,-117.95793896470997,0.29966887417218546,1,0,0,0,1,0,0,0,1,0
3096,60,90536,2,12.78,1,0,71828,0.74,55-65,Mid-High,36.6332294764278,-119.09731901537437,0.3703739774055317,0,1,0,1,0,0,0,0,1,3
3097,34,93802,2,6.67,1,0,56125,0.75,25-35,Mid-Low,36.89505047820624,-118.55756878831487,0.1918582002337359,1,0,0,0,1,0,0,1,0,0
3098,57,95563,7,7.44,2,0,69052,0.75,55-65,Mid-High,40.2297989729384,-114.14341633090955,0.43835216205687566,0,1,0,0,1,0,0,1,0,3
3099,38,91729,0,7.47,4,0,56420,0.67,35-45,Mid-Low,36.11929677665242,-118.04883110348088,0.22497078301519283,0,1,0,0,1,0,0,1,0,0
3100,40,91043,3,5.85,0,0,61945,0.53,35-45,Mid-Low,36.40221518472106,-115.20007136059701,0.17763926762758084,0,1,0,1,0,0,0,1,0,0
3101,37,91979,9,7.74,3,0,69996,0.87,35-45,Mid-High,35.08567249782922,-119.9404173249548,0.5542462017919751,0,1,0,1,0,0,0,0,1,2
3102,28,90080,7,1.59,5,0,72420,0.4,25-35,Mid-High,34.06283421515288,-116.17346522080628,0.3550837553564472,1,0,0,0,1,0,0,1,0,0
3103,51,94087,4,17.15,2,0,73958,0.79,45-55,Mid-High,32.54277019602452,-121.3308129914477,0.6051811453058042,1,0,0,0,1,0,0,0,1,3
3104,27,91316,6,9.08,4,0,60300,0.64,25-35,Mid-Low,41.32614231615648,-117.00800334126411,0.5057460070120765,0,1,0,0,0,1,0,1,0,2
3105,27,93313,5,10.14,2,0,64031,0.43,25-35,Mid-Low,35.025499223402264,-115.53428914557803,0.4393260615504479,0,1,0,0,1,0,0,1,0,0
3106,60,90578,5,3.52,1,0,39006,0.85,55-65,Low,33.552745465137555,-116.11969760616924,0.2166926373198286,1,0,0,1,0,0,0,1,0,1
3107,23,94403,6,7.22,1,0,81666,0.89,18-25,High,33.955180202844545,-121.85628266657372,0.3637514608492404,1,0,0,1,0,0,1,0,0,3
3108,53,91093,5,10.04,1,0,59981,0.58,45-55,Mid-Low,38.429368630508186,-120.75782298615474,0.4071873782625632,0,1,0,0,1,0,0,0,1,1
3109,41,95667,9,5.77,4,0,46406,0.68,35-45,Low,37.78403170205514,-122.90605389704639,0.5259057265290222,1,0,0,0,1,0,0,1,0,1
3110,29,95026,6,12.47,1,0,97528,0.7,25-35,High,32.86861813260822,-116.10459323865113,0.5171406310868718,1,0,0,0,1,0,0,1,0,2
3111,60,91421,9,10.41,4,0,65375,0.56,55-65,Mid-Low,38.96913092046749,-121.57253330913485,0.6614725360342812,1,0,0,0,1,0,0,0,1,1
3112,40,95931,3,8.74,4,0,66773,0.67,35-45,Mid-High,34.93822139019167,-120.36789049096186,0.3789442929489677,0,1,0,0,1,0,0,0,1,0
3113,44,93899,8,9.77,3,0,103777,0.7,35-45,High,39.29136667646096,-115.72776004536547,0.5746007012076354,1,0,0,1,0,0,0,0,1,3
3114,62,90255,4,8.18,1,0,70916,0.77,55-65,Mid-High,38.87779737647283,-116.23346933758907,0.3138878067783405,1,0,0,1,0,0,0,1,0,3
3115,54,95693,5,4.0,2,0,70849,0.81,45-55,Mid-High,33.488389225442596,-115.62020039423474,0.25993377483443714,1,0,0,0,1,0,0,1,0,3
3116,23,92663,5,10.5,5,0,80217,0.81,18-25,High,38.519241430889906,-117.66458416129656,0.5374951305025322,1,0,0,1,0,0,0,0,1,2
3117,18,95973,10,5.77,1,0,86077,0.69,,High,37.87118742976511,-115.1975743811775,0.47721075185040907,0,0,1,0,1,0,0,0,1,2
3118,23,92883,2,9.89,3,0,51676,0.53,18-25,Low,36.89446629864476,-122.49111246861676,0.3443708609271523,0,1,0,0,1,0,0,1,0,0
3119,39,95811,12,13.13,7,0,61579,0.69,35-45,Mid-Low,36.527388514228,-116.68410040400232,0.9454616283599532,1,0,0,0,1,0,0,1,0,2
3120,58,96099,4,9.48,4,0,71171,0.68,55-65,Mid-High,41.44530936097322,-123.62858108823514,0.4395208414491624,1,0,0,1,0,0,0,0,1,3
3121,41,96143,5,10.28,2,0,68774,0.42,35-45,Mid-High,34.65116365003711,-122.60052909422802,0.4434164394234514,1,0,0,0,1,0,0,0,1,0
3122,42,96154,8,6.65,5,1,76230,0.71,35-45,High,36.02132997245809,-118.16568049938938,0.5418776782236073,0,1,0,0,1,0,0,1,0,2
3123,32,92829,3,5.47,4,0,93507,0.56,25-35,High,40.61652485402664,-119.59126266792794,0.2834047526295287,0,1,0,0,1,0,0,1,0,0
3124,43,90411,7,12.93,2,0,47889,0.61,35-45,Low,34.28874424537836,-115.03929325459238,0.5987534086482275,1,0,0,0,1,0,0,0,1,1
3125,25,92909,6,12.55,2,0,80140,0.57,18-25,High,35.37487295361383,-122.2644949817414,0.5486949746786132,1,0,0,0,1,0,0,1,0,2
3126,41,93168,5,13.67,2,0,50074,0.7,35-45,Low,40.015553136307204,-116.82415388591842,0.5424620179197507,0,1,0,0,1,0,0,1,0,1
3127,55,92978,3,16.47,4,0,65495,0.77,45-55,Mid-High,38.98037331478345,-121.47106304034911,0.6047915855083755,1,0,0,1,0,0,0,1,0,1
3128,23,93461,9,8.34,3,0,67526,0.65,18-25,Mid-High,36.02535030491454,-119.37028896324615,0.5717763926762758,0,1,0,0,1,0,0,1,0,2
3129,52,93160,2,10.99,8,0,50487,0.55,45-55,Low,36.99442108482889,-118.73679525067794,0.5225944682508764,0,0,1,0,1,0,0,1,0,1
3130,59,94087,5,13.37,0,0,73958,0.79,55-65,Mid-High,40.547328832961256,-123.70536141761828,0.47526295286326437,1,0,0,0,1,0,0,0,1,3
3131,18,95097,8,15.9,3,0,91654,0.41,,High,32.70360749444077,-119.80215277679599,0.7537008180755744,0,1,0,0,0,1,0,0,1,2
3132,63,91329,11,13.34,2,0,46165,0.73,55-65,Low,40.308060415118696,-121.44472380822747,0.7665562913907285,1,0,0,0,1,0,0,1,0,1
3133,53,92707,4,7.23,0,0,114292,0.8,45-55,High,32.971009621150095,-123.87120426796965,0.2569146864043631,1,0,0,1,0,0,0,0,1,3
3134,29,93160,5,15.02,2,0,50487,0.55,25-35,Low,41.34396468482938,-114.82825295912738,0.5819049474094272,0,1,0,1,0,0,0,1,0,2
3135,55,91616,5,12.62,1,0,51340,0.54,45-55,Low,37.08204982273719,-118.6738276962416,0.48256719906505646,1,0,0,1,0,0,0,0,1,1
3136,28,94205,4,10.83,3,0,44932,0.39,25-35,Low,40.592283485302325,-119.56483504074232,0.44974678613167124,0,1,0,1,0,0,0,1,0,0
3137,29,90961,2,8.53,2,0,54118,0.41,25-35,Low,35.80917852279771,-118.85135685756879,0.2754187767822361,1,0,0,0,1,0,0,0,1,0
3138,59,94377,5,14.68,2,0,59838,0.55,55-65,Mid-Low,40.04535203693828,-119.90639089044878,0.5719711725749902,0,1,0,0,1,0,1,0,0,1
3139,56,91903,8,18.39,6,1,89188,0.93,55-65,High,36.07442363017107,-115.3999014773024,0.9141020646669262,0,1,0,0,1,0,0,0,1,2
3140,24,94366,5,9.52,4,0,87307,0.65,18-25,High,41.67315568925487,-119.94157501984245,0.47964550058433975,0,1,0,1,0,0,0,1,0,2
3141,28,91719,9,10.53,2,0,110928,0.81,25-35,High,32.342086789095106,-117.78285710485247,0.6065446045968056,0,1,0,0,0,1,0,0,1,2
3142,53,95029,2,11.57,0,0,77829,0.87,45-55,High,33.18902372097699,-115.13453761141642,0.3058044409816907,1,0,0,1,0,0,1,0,0,3
3143,48,92400,11,6.81,3,0,45426,0.57,45-55,Low,33.35755907246921,-118.43642443868306,0.6049863654070899,0,1,0,0,1,0,0,0,1,1
3144,50,95224,4,10.07,2,0,55930,0.99,45-55,Mid-Low,40.39148946757281,-122.53165755875018,0.39832489287105566,0,1,0,0,1,0,0,0,1,3
3145,30,90997,9,11.91,2,1,60664,0.32,25-35,Mid-Low,36.230262147947016,-115.00468956484012,0.6468640436306973,1,0,0,0,1,0,0,1,0,2
3146,35,94378,1,15.83,4,0,74845,0.88,25-35,Mid-High,41.73393398173339,-121.46683224782792,0.508180755746007,1,0,0,0,1,0,1,0,0,3
3147,58,91058,4,9.47,2,0,77412,0.44,55-65,High,37.12457513834286,-123.3200360403978,0.380794701986755,1,0,0,0,1,0,0,0,1,1
3148,41,90578,4,11.46,7,1,39006,0.85,35-45,Low,39.00957976551389,-117.28242842152854,0.5850214257888585,1,0,0,0,1,0,0,1,0,2
3149,26,90539,4,8.02,2,0,63265,0.96,25-35,Mid-Low,40.92417014173087,-116.36598149954322,0.3384300740163615,1,0,0,0,0,1,0,1,0,3
3150,48,92961,7,12.69,4,0,74046,0.77,45-55,Mid-High,37.97297880960363,-119.29412797066834,0.650175301908843,0,1,0,0,1,0,0,0,1,2
3151,58,91672,3,9.61,4,0,63726,0.45,55-65,Mid-Low,35.10939057797319,-116.09800393984287,0.40436306973120384,0,1,0,0,1,0,0,0,1,1
3152,27,93667,6,12.82,7,0,53937,0.6,25-35,Low,41.468924947172326,-122.2199052947857,0.702668484612388,0,0,1,0,1,0,0,1,0,2
3153,19,95555,2,7.92,5,0,34640,0.75,18-25,Low,32.15550630006613,-115.00260737857968,0.3452473704713674,0,1,0,0,1,0,0,0,1,0
3154,55,94903,10,5.29,2,0,75822,0.4,45-55,High,38.51690517920015,-121.85970499989733,0.4924035839501362,0,1,0,0,0,1,1,0,0,1
3155,32,95425,5,7.67,3,1,64773,0.85,25-35,Mid-Low,35.28714215376388,-123.14945159647434,0.3963770938839112,0,1,0,0,1,0,0,0,1,3
3156,20,95520,2,14.63,2,1,46525,0.52,18-25,Low,39.95502009542924,-116.63682713314192,0.4536423841059602,0,1,0,0,1,0,0,0,1,0
3157,60,93286,8,9.51,2,0,43732,0.53,55-65,Low,40.57215624119044,-117.5067990686869,0.5377873003506038,1,0,0,0,1,0,0,0,1,1
3158,48,94306,7,9.67,2,0,57697,0.94,45-55,Mid-Low,36.82751521475572,-116.3617785725832,0.5035060381768601,1,0,0,0,0,1,0,0,1,3
3159,23,93786,5,10.9,2,1,84851,0.38,18-25,High,40.965736333213,-120.34038716936553,0.4615309700038955,0,0,1,0,1,0,0,1,0,0
