user_id,age,gender,zip_code,device_type,sessions,avg_session_time,clicks_on_ads,converted
2673,32,Female,95522,Mobile,9,13.39,1,0
2674,61,Male,92619,Desktop,10,8.85,1,0
2675,34,Female,91859,Mobile,7,9.62,2,0
2676,50,Male,94946,Mobile,3,14.37,2,0
2677,64,Male,90309,Mobile,3,11.45,2,0
2678,63,Male,92182,Desktop,7,9.84,2,0
2679,33,Male,91761,Desktop,3,13.15,3,0
2680,46,Female,95379,Desktop,10,9.2,2,0
2681,26,Male,91742,Mobile,5,8.61,1,0
2682,50,Male,95364,Desktop,5,10.87,6,1
2683,46,Female,91175,Mobile,5,10.29,3,0
2684,30,Male,92852,Mobile,4,8.71,5,0
2685,38,Male,92822,Desktop,4,10.99,5,0
2686,38,Male,93528,Mobile,5,5.27,1,0
2687,22,Male,94970,Mobile,6,8.41,3,0
2688,27,Male,94883,Mobile,7,5.87,2,0
2689,23,Male,91935,Mobile,3,6.5,4,0
2690,30,Female,94665,Mobile,5,5.04,4,0
2691,18,Male,94866,Mobile,4,9.57,4,0
2692,37,Male,91666,Mobile,6,8.3,2,0
2693,64,Female,90469,Mobile,3,11.1,0,0
2694,63,Male,94199,Desktop,2,11.29,4,0
2695,25,Female,90470,Mobile,8,13.84,5,0
2696,27,Female,94077,Mobile,3,7.78,2,0
2697,26,Male,92433,Mobile,8,10.64,5,0
2698,58,Female,90970,Desktop,4,9.17,4,0
2699,20,Male,93313,Mobile,3,11.12,2,0
2700,28,Male,93164,Mobile,3,10.75,3,0
2701,29,Female,93996,Desktop,7,9.02,3,0
2702,27,Female,92182,Mobile,1,9.79,1,0
2703,42,Female,93782,Desktop,6,5.76,6,0
2704,42,Female,92887,Mobile,7,11.55,0,0
2705,28,Male,91865,Mobile,6,4.22,3,0
2706,53,Female,94986,Mobile,6,11.39,4,0
2707,56,Female,94658,Mobile,1,5.79,5,0
2708,43,Other,90811,Desktop,5,12.15,2,0
2709,31,Female,96084,Tablet,0,11.33,5,0
2710,56,Female,91003,Tablet,5,8.15,0,0
2711,57,Male,91892,Desktop,5,4.17,7,0
2712,18,Female,95744,Desktop,5,11.24,2,0
2713,21,Male,94703,Mobile,9,5.7,4,0
2714,47,Male,91057,Desktop,8,12.59,2,0
2715,29,Female,95662,Mobile,3,5.92,1,0
2716,52,Male,92182,Mobile,3,5.58,1,0
2717,30,Other,93627,Mobile,8,9.03,3,0
2718,48,Male,95977,Desktop,8,5.53,6,0
2719,55,Female,91222,Mobile,8,9.28,4,0
2720,60,Male,90018,Desktop,3,4.67,2,0
2721,40,Male,93168,Mobile,0,10.68,0,1
2722,21,Male,91177,Desktop,5,7.48,4,0
2723,33,Female,92663,Tablet,5,16.07,1,0
2724,24,Male,95673,Mobile,3,10.37,2,0
2725,39,Female,96032,Desktop,9,10.76,2,0
2726,46,Male,93932,Mobile,11,10.16,3,0
2727,28,Male,96022,Mobile,2,4.6,6,0
2728,50,Male,93850,Desktop,5,10.63,4,0
2729,46,Male,94081,Mobile,8,3.32,1,0
2730,56,Female,90015,Mobile,4,16.42,3,0
2731,29,Female,94754,Mobile,1,4.27,1,0
2732,24,Male,94866,Mobile,6,5.79,2,0
2733,56,Female,93461,Mobile,9,11.8,6,1
2734,59,Female,93937,Mobile,6,12.32,2,0
2735,43,Male,93868,Desktop,4,14.03,3,0
2736,57,Male,94020,Mobile,6,14.0,4,0
2737,26,Female,90326,Mobile,5,7.03,3,0
2738,58,Male,90677,Desktop,5,3.93,2,0
2739,51,Male,92088,Desktop,4,10.77,4,0
2740,62,Male,94385,Desktop,7,6.59,5,0
2741,30,Female,95100,Mobile,4,8.41,2,0
2742,53,Male,94506,Mobile,2,9.71,0,0
2743,42,Male,95845,Mobile,4,14.06,4,0
2744,41,Male,95644,Mobile,5,11.68,2,0
2745,61,Male,92211,Desktop,2,8.51,3,0
2746,34,Male,95224,Mobile,1,7.16,2,0
2747,19,Female,90229,Mobile,6,6.36,4,0
2748,30,Male,90623,Mobile,9,16.9,2,0
2749,48,Female,94996,Mobile,7,8.87,2,0
2750,46,Male,95447,Mobile,6,11.48,1,1
2751,45,Female,94866,Desktop,6,13.37,3,0
2752,44,Female,92274,Mobile,5,10.33,0,0
2753,32,Male,91873,Mobile,5,12.72,3,0
2754,48,Female,95673,Mobile,5,8.82,0,0
2755,57,Female,95066,Mobile,3,13.43,4,0
2756,32,Female,92274,Mobile,3,13.61,5,1
2757,50,Male,94506,Mobile,8,7.17,2,0
2758,37,Other,92535,Mobile,5,9.5,1,0
2759,59,Female,90352,Desktop,4,11.51,3,0
2760,29,Other,92681,Mobile,2,11.1,3,0
2761,54,Female,96143,Mobile,4,10.03,0,0
2762,26,Male,95100,Mobile,10,12.34,2,0
2763,40,Female,92952,Mobile,1,14.6,3,0
2764,25,Female,91893,Mobile,5,4.7,2,0
2765,49,Other,95985,Mobile,2,7.53,2,0
2766,31,Male,95375,Mobile,3,5.32,2,1
2767,44,Female,91109,Mobile,4,13.89,1,0
2768,42,Male,91536,Mobile,4,10.47,2,0
2769,30,Female,94205,Mobile,8,9.28,7,0
2770,38,Male,90469,Mobile,3,9.17,2,0
2771,62,Male,93526,Desktop,2,6.09,3,0
2772,48,Female,91894,Mobile,5,11.27,4,0
2773,54,Male,90089,Mobile,4,14.44,2,1
2774,60,Female,93845,Desktop,5,12.22,1,0
2775,22,Female,91164,Mobile,6,7.96,3,0
2776,30,Male,91109,Mobile,4,6.91,0,1
2777,45,Male,90347,Desktop,6,11.65,2,0
2778,60,Female,91221,Mobile,6,7.08,2,0
2779,42,Male,92585,Desktop,1,8.57,2,0
2780,52,Female,90102,Mobile,2,7.1,4,0
2781,64,Other,95163,Mobile,2,10.75,9,0
2782,56,Male,94883,Mobile,3,5.74,2,1
2783,24,Male,90539,Mobile,5,17.17,0,0
2784,55,Male,92292,Mobile,7,7.41,5,1
2785,49,Female,94734,Mobile,1,5.92,5,0
2786,20,Male,91906,Mobile,3,16.6,2,0
2787,62,Male,91210,Mobile,3,7.69,4,0
2788,56,Female,91162,Mobile,5,10.37,4,0
2789,54,Female,95673,Tablet,7,14.51,4,0
2790,39,Male,93937,Desktop,7,7.52,1,0
2791,25,Male,90309,Tablet,5,5.99,3,0
2792,34,Other,91859,Mobile,6,7.82,6,0
2793,44,Female,91840,Mobile,6,7.15,3,0
2794,50,Female,94218,Mobile,3,17.94,3,0
2795,63,Female,91979,Mobile,6,11.74,3,0
2796,34,Other,93808,Mobile,5,10.13,3,0
2797,59,Female,95426,Mobile,5,11.04,2,0
2798,29,Female,95673,Mobile,5,6.86,3,1
2799,63,Female,93460,Mobile,5,10.23,2,0
2800,44,Female,93801,Mobile,4,9.27,2,0
2801,25,Male,93904,Mobile,11,11.65,3,0
2802,40,Male,91171,Mobile,4,8.38,3,0
2803,59,Female,95450,Mobile,8,8.03,0,0
2804,46,Male,94990,Mobile,4,5.42,6,0
2805,37,Female,93549,Desktop,5,17.28,3,0
2806,33,Male,90866,Mobile,5,11.04,4,1
2807,34,Female,91162,Desktop,6,7.52,2,0
2808,33,Male,91658,Mobile,2,8.55,2,0
2809,36,Female,93627,Mobile,6,7.38,9,0
2810,25,Female,95026,Mobile,9,16.1,2,0
2811,55,Male,91162,Tablet,8,10.17,3,0
2812,55,Female,96143,Mobile,5,7.94,3,0
2813,46,Male,90222,Mobile,9,13.44,1,1
2814,58,Male,91695,Mobile,6,0.85,3,0
2815,53,Male,95870,Mobile,3,9.8,1,0
2816,43,Male,92802,Mobile,8,7.08,2,0
2817,48,Other,93685,Mobile,3,8.24,4,0
2818,61,Male,96032,Mobile,3,11.17,2,1
2819,29,Female,91658,Mobile,6,6.59,3,0
2820,34,Male,90492,Desktop,6,11.31,2,0
2821,32,Female,91534,Mobile,3,6.96,3,0
2822,26,Male,93024,Mobile,3,5.77,2,0
2823,56,Female,91700,Desktop,7,7.73,4,1
2824,59,Female,93312,Mobile,4,12.18,2,0
2825,29,Female,92019,Mobile,4,11.82,1,0
2826,49,Male,91376,Mobile,7,8.84,3,0
2827,42,Female,91407,Mobile,4,10.13,3,0
2828,56,Male,95426,Mobile,8,15.09,0,0
2829,35,Male,90080,Desktop,4,13.09,3,0
2830,32,Male,93850,Mobile,6,8.05,3,0
2831,49,Male,95643,Mobile,2,4.32,2,1
2832,23,Male,92922,Desktop,6,12.09,2,0
2833,61,Female,92707,Tablet,6,8.67,1,0
2834,60,Male,93056,Mobile,4,4.25,2,1
2835,52,Male,91700,Desktop,7,10.45,3,0
2836,51,Male,92182,Mobile,2,11.4,3,0
2837,55,Female,93024,Desktop,6,7.04,4,0
2838,22,Female,90347,Desktop,6,14.7,2,0
2839,35,Male,95811,Mobile,8,9.8,3,0
2840,33,Female,93935,Mobile,3,11.01,3,0
2841,25,Female,91840,Mobile,4,6.42,2,0
2842,42,Male,91421,Mobile,4,10.13,1,0
2843,49,Female,94986,Mobile,5,8.52,4,1
2844,43,Female,94205,Desktop,2,16.39,5,0
2845,39,Female,94734,Mobile,0,8.36,2,0
2846,48,Male,91838,Mobile,3,9.36,2,0
2847,60,Male,94021,Desktop,5,6.11,5,0
2848,27,Male,95163,Mobile,5,14.32,3,0
2849,29,Female,95919,Mobile,10,8.33,0,0
2850,45,Female,90158,Mobile,7,5.62,3,1
2851,23,Male,90020,Mobile,5,11.86,3,1
2852,37,Male,91486,Mobile,3,12.0,2,1
2853,22,Female,95026,Desktop,8,7.9,4,0
2854,40,Female,92211,Mobile,1,6.12,4,0
2855,26,Female,92952,Mobile,10,9.52,1,0
2856,46,Female,93990,Mobile,1,8.27,1,1
2857,33,Female,94306,Mobile,4,8.64,1,0
2858,63,Male,94959,Mobile,6,11.25,1,0
2859,39,Male,90081,Mobile,5,11.77,2,0
2860,25,Male,92440,Desktop,7,9.96,3,0
2861,37,Female,92619,Mobile,8,6.22,4,0
2862,31,Male,95555,Mobile,3,3.49,6,1
2863,56,Female,95426,Mobile,5,9.69,4,0
2864,54,Male,95811,Desktop,8,3.58,1,0
2865,51,Male,95029,Mobile,7,7.58,6,1
2866,28,Female,95977,Mobile,9,10.57,3,1
2867,57,Male,93808,Mobile,2,10.51,3,1
2868,50,Male,94378,Mobile,8,9.23,0,0
2869,48,Female,91407,Mobile,3,9.98,4,1
2870,61,Male,91903,Desktop,4,11.12,3,0
2871,51,Female,92134,Tablet,2,5.62,5,0
2872,24,Female,92134,Mobile,7,6.66,1,0
2873,40,Female,94225,Mobile,2,11.29,3,0
2874,63,Female,93168,Mobile,4,10.72,4,1
2875,24,Male,96022,Mobile,4,8.69,3,0
2876,42,Female,94049,Mobile,4,12.56,4,0
2877,20,Male,94866,Mobile,6,13.93,0,1
2878,55,Male,94377,Mobile,8,7.59,2,0
2879,37,Male,94406,Mobile,1,12.56,1,0
2880,51,Male,94072,Mobile,2,8.67,2,0
2881,61,Female,94603,Mobile,2,4.38,1,0
2882,61,Male,94964,Mobile,1,10.25,4,0
2883,47,Female,91221,Mobile,4,12.8,4,0
2884,34,Male,90409,Mobile,8,7.89,2,0
2885,27,Male,91863,Mobile,2,13.41,6,0
2886,52,Other,92961,Desktop,2,9.14,1,0
2887,37,Male,92883,Mobile,5,11.91,1,0
2888,35,Female,92228,Mobile,3,12.0,4,0
2889,62,Male,92019,Mobile,4,9.98,1,0
2890,61,Male,94591,Mobile,6,16.16,3,0
2891,44,Female,91500,Mobile,7,14.04,4,1
2892,53,Female,95121,Mobile,7,4.49,2,1
2893,40,Male,91130,Mobile,2,3.55,1,0
2894,49,Male,91672,Mobile,7,11.17,3,1
2895,27,Male,93782,Mobile,2,3.14,5,0
2896,28,Female,90882,Mobile,3,9.66,2,1
2897,55,Female,95693,Mobile,4,12.97,0,1
2898,23,Female,94385,Mobile,1,11.4,1,0
2899,58,Male,93932,Desktop,3,8.11,2,0
2900,64,Female,94403,Mobile,9,13.4,0,0
2901,51,Female,91407,Tablet,0,9.12,0,0
2902,53,Female,91177,Mobile,2,10.02,6,0
2903,54,Female,92292,Mobile,6,8.89,4,0
2904,34,Female,90157,Mobile,3,11.62,5,0
2905,57,Male,93130,Mobile,5,6.5,2,0
2906,57,Female,91738,Desktop,6,9.41,3,0
2907,29,Female,94903,Mobile,2,11.48,4,0
2908,38,Male,92264,Mobile,6,15.82,4,0
2909,57,Male,90473,Mobile,7,11.71,3,0
2910,36,Female,90402,Mobile,8,3.44,4,0
2911,20,Male,90051,Mobile,5,11.48,3,0
2912,35,Female,91616,Desktop,5,8.22,5,0
2913,36,Male,92192,Mobile,8,12.14,4,1
2914,64,Male,93011,Mobile,8,5.66,4,1
2915,23,Male,94377,Mobile,8,7.03,0,0
2916,33,Male,94782,Desktop,5,9.08,2,0
2917,25,Male,95919,Desktop,5,9.26,3,0
2918,35,Female,90788,Mobile,5,12.17,3,0
2919,60,Female,91624,Desktop,5,11.98,4,0
2920,56,Other,94665,Mobile,5,6.79,2,0
2921,29,Male,96013,Mobile,7,13.97,2,0
2922,62,Female,93340,Mobile,6,10.54,4,0
2923,27,Female,92560,Mobile,2,6.78,3,0
2924,24,Female,90186,Mobile,2,3.19,2,0
2925,63,Female,95734,Mobile,2,13.79,2,0
2926,18,Male,92088,Mobile,4,8.21,1,0
2927,53,Male,95811,Mobile,4,7.84,4,0
2928,38,Male,95066,Mobile,5,12.09,4,0
2929,54,Male,90066,Desktop,11,6.15,5,0
2930,41,Female,92887,Mobile,5,8.45,0,0
2931,42,Male,91177,Mobile,6,7.94,3,0
2932,24,Female,91766,Mobile,3,9.64,5,0
2933,59,Female,90623,Desktop,4,11.42,8,0
2934,34,Other,91162,Mobile,7,12.32,1,0
2935,46,Female,94306,Mobile,7,11.6,5,0
2936,47,Male,94575,Mobile,4,13.87,5,0
2937,24,Female,93160,Desktop,6,7.69,2,0
2938,50,Male,90433,Mobile,5,10.98,1,0
2939,24,Female,95338,Mobile,4,8.48,4,0
2940,41,Female,94986,Mobile,1,9.57,3,0
2941,28,Female,90470,Tablet,6,9.52,3,0
2942,26,Male,90169,Mobile,4,5.68,1,0
2943,29,Female,94404,Mobile,4,10.56,6,1
2944,52,Male,90297,Mobile,6,10.2,2,0
2945,21,Male,92054,Mobile,3,9.97,3,0
2946,53,Female,95224,Mobile,2,8.99,4,0
2947,45,Male,94964,Desktop,4,3.46,2,0
2948,30,Other,94526,Desktop,8,10.34,5,0
2949,40,Male,95121,Mobile,7,11.67,5,0
2950,36,Female,93832,Mobile,7,15.05,4,0
2951,59,Male,93519,Mobile,3,11.09,3,1
2952,54,Female,93160,Mobile,0,18.0,4,0
2953,56,Female,94007,Mobile,5,10.05,1,1
2954,41,Female,90806,Mobile,6,10.68,4,0
2955,33,Male,90038,Mobile,5,9.36,2,0
2956,50,Female,91003,Mobile,7,8.47,3,1
2957,29,Male,92003,Desktop,6,11.73,2,0
2958,51,Male,90038,Mobile,6,13.79,5,0
2959,24,Male,90133,Desktop,9,11.58,1,0
2960,28,Female,92433,Desktop,7,10.69,4,0
2961,48,Male,90200,Desktop,7,8.92,4,0
2962,46,Female,92663,Mobile,2,9.87,2,0
2963,30,Female,94990,Mobile,6,9.93,2,0
2964,48,Male,90157,Mobile,7,10.75,4,0
2965,19,Female,90706,Desktop,4,10.33,1,0
2966,56,Male,91984,Mobile,10,7.27,3,0
2967,32,Female,95592,Desktop,7,14.28,2,0
2968,28,Male,92961,Mobile,4,16.0,2,1
2969,51,Female,91421,Mobile,9,9.89,1,0
2970,56,Male,93528,Mobile,9,10.29,5,0
2971,21,Male,93904,Desktop,3,11.81,2,0
2972,28,Male,91600,Mobile,4,7.76,4,0
2973,46,Male,92560,Mobile,7,11.56,1,0
2974,19,Male,90168,Mobile,5,8.6,3,0
2975,33,Male,91210,Mobile,7,8.97,5,1
2976,56,Female,93297,Mobile,7,6.27,3,1
2977,30,Female,94437,Mobile,2,8.75,4,0
2978,54,Female,90402,Mobile,3,10.67,5,0
2979,34,Female,95338,Mobile,2,15.21,5,0
2980,38,Female,94852,Tablet,4,9.25,5,0
2981,61,Female,94837,Tablet,1,8.46,1,0
2982,36,Female,91048,Mobile,3,11.34,5,0
2983,24,Male,92922,Mobile,4,13.52,6,0
2984,55,Female,91761,Mobile,3,14.15,3,0
2985,25,Male,94306,Tablet,8,5.71,3,0
2986,30,Female,95799,Mobile,2,10.29,5,0
2987,54,Female,91545,Mobile,6,15.48,3,0
2988,19,Male,93460,Mobile,7,6.26,4,0
2989,58,Female,94530,Mobile,5,10.66,4,0
2990,28,Male,90309,Mobile,3,10.85,5,0
2991,41,Male,90801,Desktop,9,5.91,3,0
2992,23,Male,91177,Mobile,8,11.62,4,0
2993,43,Female,94088,Mobile,6,11.82,3,0
2994,24,Female,94252,Mobile,3,8.35,4,0
2995,56,Female,92516,Desktop,0,6.42,3,0
2996,36,Male,90352,Mobile,10,14.15,5,1
2997,23,Female,95485,Mobile,4,6.66,4,0
2998,60,Female,92019,Mobile,2,14.38,1,1
2999,46,Male,93850,Desktop,4,11.13,3,0
3000,60,Female,93313,Mobile,8,9.51,5,0
3001,56,Male,95496,Mobile,1,14.14,5,0
3002,19,Male,94526,Mobile,3,9.22,1,0
3003,36,Male,94044,Desktop,5,9.96,3,0
3004,21,Female,91421,Mobile,3,12.15,1,0
3005,23,Male,92674,Mobile,3,8.01,2,0
3006,54,Male,95425,Mobile,4,10.74,1,0
3007,45,Male,94306,Mobile,2,6.51,2,0
3008,47,Male,94575,Mobile,3,11.87,2,0
3009,24,Male,91187,Tablet,7,7.92,6,1
3010,26,Male,91515,Mobile,5,10.89,5,0
3011,42,Female,93647,Desktop,5,20.37,3,0
3012,50,Male,94002,Mobile,5,7.64,0,0
3013,18,Female,93627,Desktop,8,14.88,4,0
3014,23,Female,93493,Mobile,8,9.69,3,0
3015,35,Male,91917,Mobile,4,12.46,3,0
3016,27,Male,91536,Mobile,11,13.03,3,0
3017,45,Female,91838,Mobile,3,12.3,4,0
3018,28,Male,94964,Mobile,7,10.75,4,0
3019,50,Male,94039,Mobile,7,4.42,4,0
3020,18,Male,94986,Mobile,5,12.78,4,0
3021,30,Female,92909,Mobile,3,10.17,7,0
3022,54,Female,94518,Desktop,9,7.91,2,1
3023,37,Other,94959,Mobile,6,8.33,2,1
3024,18,Female,95414,Desktop,5,5.97,2,0
3025,20,Male,95009,Desktop,5,10.43,3,0
3026,35,Male,92909,Mobile,8,8.62,4,0
3027,58,Male,94903,Mobile,3,9.0,5,0
3028,31,Male,94833,Mobile,6,12.21,3,0
3029,48,Male,92858,Mobile,5,9.12,2,0
3030,44,Male,92821,Mobile,5,10.72,5,1
3031,34,Male,96106,Mobile,6,8.82,2,0
3032,63,Male,91043,Mobile,7,10.63,4,0
3033,46,Male,90297,Mobile,5,7.7,5,0
3034,53,Other,93353,Mobile,4,6.03,6,0
3035,54,Female,91177,Desktop,4,8.93,4,0
3036,43,Other,95704,Mobile,5,8.83,2,0
3037,34,Male,91861,Mobile,0,8.26,4,1
3038,39,Male,92852,Mobile,7,10.86,2,0
3039,42,Male,91863,Mobile,5,13.92,0,0
3040,19,Male,96093,Mobile,3,5.64,1,0
3041,39,Male,90433,Mobile,0,12.04,3,1
3042,22,Female,95026,Mobile,12,14.74,6,1
3043,21,Other,94218,Mobile,6,12.2,6,0
3044,53,Male,93212,Mobile,1,10.63,3,0
3045,23,Male,90995,Mobile,5,11.03,3,0
3046,38,Male,95673,Mobile,3,12.14,2,0
3047,30,Male,94039,Mobile,4,0.6,2,0
3048,54,Male,90562,Mobile,5,3.86,6,0
3049,42,Male,95977,Desktop,4,10.43,3,0
3050,43,Male,90085,Mobile,4,10.14,0,1
3051,56,Male,91618,Mobile,7,14.06,2,0
3052,37,Male,90756,Mobile,6,9.78,2,0
3053,50,Male,94964,Desktop,7,7.92,1,1
3054,31,Male,94530,Desktop,5,5.58,4,0
3055,53,Other,93011,Desktop,4,8.7,1,0
3056,34,Male,95450,Mobile,5,7.76,4,0
3057,38,Female,90978,Desktop,3,10.87,4,1
3058,63,Female,92708,Mobile,7,11.94,5,0
3059,33,Female,90024,Mobile,6,6.53,4,0
3060,63,Female,90995,Mobile,3,12.41,4,0
3061,33,Female,95082,Mobile,5,2.4,5,0
3062,37,Female,90545,Mobile,7,13.81,4,0
3063,46,Male,94883,Mobile,5,7.35,1,0
3064,45,Male,92274,Desktop,7,13.19,1,0
3065,25,Other,92674,Desktop,5,7.84,3,0
3066,41,Female,93270,Mobile,4,10.62,2,0
3067,20,Other,96013,Mobile,2,8.38,0,0
3068,42,Female,94665,Desktop,4,12.01,1,0
3069,36,Female,92440,Desktop,6,7.04,5,0
3070,50,Female,91003,Mobile,5,5.48,1,0
3071,19,Female,90788,Mobile,6,11.74,2,0
3072,32,Female,94366,Mobile,5,8.35,3,1
3073,39,Female,92822,Mobile,4,15.08,1,0
3074,27,Female,92411,Mobile,2,11.44,6,0
3075,35,Female,92707,Mobile,4,13.45,0,0
3076,39,Female,95659,Mobile,5,13.69,2,0
3077,63,Male,92408,Mobile,7,8.64,1,0
3078,44,Male,90507,Desktop,5,9.99,5,0
3079,30,Female,90158,Mobile,4,10.97,3,1
3080,50,Female,94530,Mobile,6,7.64,8,0
3081,22,Male,92255,Desktop,6,8.16,4,0
3082,43,Male,93904,Mobile,3,10.12,3,0
3083,30,Female,91109,Mobile,4,13.58,1,0
3084,44,Female,92922,Mobile,6,10.18,3,1
3085,31,Female,90309,Desktop,3,10.99,3,0
3086,41,Female,91177,Tablet,6,11.96,4,0
3087,20,Male,93297,Mobile,4,13.5,2,0
3088,64,Male,90894,Desktop,5,12.11,1,0
3089,47,Male,95659,Mobile,6,9.22,3,0
3090,52,Female,95934,Desktop,1,9.07,2,0
3091,31,Male,90566,Tablet,5,1.3,6,0
3092,29,Female,93056,Mobile,6,7.47,1,0
3093,45,Female,91345,Desktop,7,11.67,5,0
3094,61,Female,94252,Mobile,3,7.04,3,0
3095,46,Female,90402,Mobile,5,7.36,0,0
3096,60,Male,90536,Desktop,2,12.78,1,0
3097,34,Female,93802,Mobile,2,6.67,1,0
3098,57,Male,95563,Mobile,7,7.44,2,0
3099,38,Male,91729,Mobile,0,7.47,4,0
3100,40,Male,91043,Desktop,3,5.85,0,0
3101,37,Male,91979,Desktop,9,7.74,3,0
3102,28,Female,90080,Mobile,7,1.59,5,0
3103,51,Female,94087,Mobile,4,17.15,2,0
3104,27,Male,91316,Tablet,6,9.08,4,0
3105,27,Male,93313,Mobile,5,10.14,2,0
3106,60,Female,90578,Desktop,5,3.52,1,0
3107,23,Female,94403,Desktop,6,7.22,1,0
3108,53,Male,91093,Mobile,5,10.04,1,0
3109,41,Female,95667,Mobile,9,5.77,4,0
3110,29,Female,95026,Mobile,6,12.47,1,0
3111,60,Female,91421,Mobile,9,10.41,4,0
3112,40,Male,95931,Mobile,3,8.74,4,0
3113,44,Female,93899,Desktop,8,9.77,3,0
3114,62,Female,90255,Desktop,4,8.18,1,0
3115,54,Female,95693,Mobile,5,4.0,2,0
3116,23,Female,92663,Desktop,5,10.5,5,0
3117,18,Other,95973,Mobile,10,5.77,1,0
3118,23,Male,92883,Mobile,2,9.89,3,0
3119,39,Female,95811,Mobile,12,13.13,7,0
3120,58,Female,96099,Desktop,4,9.48,4,0
3121,41,Female,96143,Mobile,5,10.28,2,0
3122,42,Male,96154,Mobile,8,6.65,5,1
3123,32,Male,92829,Mobile,3,5.47,4,0
3124,43,Female,90411,Mobile,7,12.93,2,0
3125,25,Female,92909,Mobile,6,12.55,2,0
3126,41,Male,93168,Mobile,5,13.67,2,0
3127,55,Female,92978,Desktop,3,16.47,4,0
3128,23,Male,93461,Mobile,9,8.34,3,0
3129,52,Other,93160,Mobile,2,10.99,8,0
3130,59,Female,94087,Mobile,5,13.37,0,0
3131,18,Male,95097,Tablet,8,15.9,3,0
3132,63,Female,91329,Mobile,11,13.34,2,0
3133,53,Female,92707,Desktop,4,7.23,0,0
3134,29,Male,93160,Desktop,5,15.02,2,0
3135,55,Female,91616,Desktop,5,12.62,1,0
3136,28,Male,94205,Desktop,4,10.83,3,0
3137,29,Female,90961,Mobile,2,8.53,2,0
3138,59,Male,94377,Mobile,5,14.68,2,0
3139,56,Male,91903,Mobile,8,18.39,6,1
3140,24,Male,94366,Desktop,5,9.52,4,0
3141,28,Male,91719,Tablet,9,10.53,2,0
3142,53,Female,95029,Desktop,2,11.57,0,0
3143,48,Male,92400,Mobile,11,6.81,3,0
3144,50,Male,95224,Mobile,4,10.07,2,0
3145,30,Female,90997,Mobile,9,11.91,2,1
3146,35,Female,94378,Mobile,1,15.83,4,0
3147,58,Female,91058,Mobile,4,9.47,2,0
3148,41,Female,90578,Mobile,4,11.46,7,1
3149,26,Female,90539,Tablet,4,8.02,2,0
3150,48,Male,92961,Mobile,7,12.69,4,0
3151,58,Male,91672,Mobile,3,9.61,4,0
3152,27,Other,93667,Mobile,6,12.82,7,0
3153,19,Male,95555,Mobile,2,7.92,5,0
3154,55,Male,94903,Tablet,10,5.29,2,0
3155,32,Male,95425,Mobile,5,7.67,3,1
3156,20,Male,95520,Mobile,2,14.63,2,1
3157,60,Female,93286,Mobile,8,9.51,2,0
3158,48,Female,94306,Tablet,7,9.67,2,0
3159,23,Other,93786,Mobile,5,10.9,2,1
3160,20,Female,95744,Mobile,6,10.23,2,0
3161,28,Male,93561,Mobile,5,11.51,1,0
3162,32,Male,94833,Mobile,2,10.45,5,0
3163,62,Other,95934,Desktop,6,19.58,5,0
3164,45,Male,95974,Mobile,7,14.07,4,0
3165,27,Male,91892,Mobile,3,12.77,4,0
3166,55,Female,96084,Mobile,8,12.45,4,0
3167,64,Female,90623,Tablet,3,11.29,2,0
3168,24,Male,95164,Mobile,7,9.1,1,0
3169,32,Female,93313,Desktop,2,12.11,3,0
3170,35,Other,91673,Mobile,4,6.18,1,0
3171,35,Male,95644,Desktop,2,6.49,3,0
3172,58,Female,90102,Tablet,5,9.01,4,0
3173,41,Male,94044,Mobile,7,11.17,0,0
3174,19,Female,91766,Mobile,4,7.84,2,0
3175,57,Female,91213,Mobile,7,11.53,4,0
3176,37,Other,95429,Desktop,6,5.82,2,0
3177,51,Male,93011,Mobile,9,9.17,1,0
3178,60,Male,92560,Mobile,9,5.31,0,0
3179,43,Male,91893,Mobile,5,10.59,3,0
3180,24,Female,92408,Mobile,5,15.05,0,0
3181,55,Male,90578,Mobile,3,10.23,3,0
3182,47,Male,93996,Desktop,1,13.25,3,0
3183,59,Male,92706,Desktop,5,13.12,3,0
3184,22,Male,92408,Mobile,10,9.3,2,0
3185,28,Male,93627,Mobile,6,11.94,4,0
3186,18,Female,95550,Mobile,7,6.18,1,0
3187,51,Male,91488,Desktop,3,9.41,5,0
3188,18,Male,90133,Mobile,6,10.11,1,0
3189,36,Female,94526,Mobile,6,7.24,2,0
3190,19,Female,96013,Mobile,4,10.36,4,1
3191,38,Male,94877,Desktop,5,7.94,1,1
3192,37,Male,94782,Mobile,6,12.85,2,0
3193,40,Female,93353,Mobile,4,6.28,5,0
3194,38,Male,93519,Mobile,6,7.66,1,0
3195,41,Female,90623,Mobile,2,10.0,2,0
3196,21,Male,92674,Mobile,5,6.95,1,0
3197,29,Male,90682,Mobile,4,15.15,2,0
3198,39,Male,95522,Mobile,6,3.17,0,0
3199,37,Female,94561,Desktop,3,7.78,3,0
3200,35,Female,95100,Mobile,8,10.68,4,1
3201,18,Male,92100,Mobile,3,15.14,1,0
3202,47,Female,91865,Mobile,5,5.2,2,0
3203,50,Male,91401,Mobile,5,6.96,4,0
3204,41,Male,91500,Mobile,3,8.26,1,0
3205,31,Female,95944,Desktop,5,14.58,2,0
3206,53,Male,92535,Mobile,9,12.23,3,0
3207,22,Female,94049,Desktop,5,7.59,1,0
3208,28,Female,93164,Desktop,4,13.46,3,0
